pkey,ECO_SECT,previous_dep,job_dep,work_desc,Type_of_contract,JOB_CATEGORY,work_condition,employer_type,working_hours,employee_count
80871,"NZ","36","94","534a","CDI","O","C","ct_9",1851,"tr_6"
80890,"CC","40","40","653a","CDI","O","C","ct_9",1821,"tr_6"
80892,"FZ","75","75","372b","CDI","O","P","ct_9",322,"tr_0"
80896,"HZ","64","64","451a","CDI","O","P","ct_9",856,"tr_3"
80899,"NZ","63","37","534a","CDI","O","C","ct_9",1745,"tr_6"
80902,"SZ","03","03","542a","CDI","O","P","ct_4",1733,"tr_4"
80909,"MA","92","93","373b","CDI","O","C","ct_9",1820,"tr_6"
80918,"HZ","75","93","466a","CDI","O","C","ct_9",1188,"tr_6"
80922,"NZ","26","26","641a","AUT","X","P","ct_9",581,"tr_4"
80932,"MC","72","92","463c","AUT","O","C",NA,271,NA
80933,"MA","31","31","374d","CDI","O","C","ct_9",1820,"tr_6"
80943,"CL","70","70","626b","CDI","O","C","ct_9",1934,"tr_5"
80945,"IZ","69","69","561f","CDI","O","C","ct_9",1357,"tr_2"
80953,"CG","25","25","676c","CDI","O","C","ct_9",1815,"tr_6"
80960,"HZ","93","92","543b","CDI","O","C","ct_9",1575,"tr_5"
80963,"PZ","35","35","422a","CDI","O","C","ct_1",1213,"tr_5"
80969,"EZ","46","46","543g","CDI","O","C","ct_9",1631,"tr_5"
80974,"PZ","94","78","423b","CDI","O","C","ct_9",1660,"tr_2"
80976,"FZ","57","57","681a","CDI","O","C","ct_9",1401,"tr_2"
80977,"QB","13","13","525d","CDI","O","C","ct_9",1820,"tr_4"
81005,"MA","92","92","373d","CDI","O","C","ct_9",1933,"tr_5"
81037,"CE",NA,NA,"554c","CDI","O","C","ct_9",1820,"tr_4"
81038,"IZ","94","75","468b","CDI","O","C","ct_9",476,"tr_1"
81043,"QB","71","71","434f","CDI","O","C","ct_8",1820,"tr_3"
81045,"NZ","29","29","551a","TTP","O","C","ct_9",1758,"tr_1"
81065,"GZ","25","25","486d","CDI","O","C","ct_9",1725,"tr_5"
81091,"QB","35","35","434a","CDI","O","C","ct_8",1829,"tr_3"
81096,"QB","71","71","526a","CDI","O","C","ct_8",1047,"tr_4"
81100,"CB","42","42","675a","CDI","O","P","ct_9",536,"tr_3"
81124,"QA","16","16","525d","CDD","O","C","ct_3",1766,"tr_6"
81126,"OZ","75","95","461d","CDI","O","C","ct_8",2038,"tr_1"
81128,"RZ","44","44","472d","CDI","O","C","ct_2",1820,"tr_4"
81157,"QB","44","44","431f","CDI","O","P","ct_8",1483,"tr_4"
81163,"OZ","93","92","451e","CDI","O","C","ct_1",1557,"tr_5"
81166,"QB","91","91","434d","CDI","O","C","ct_8",1780,"tr_3"
81171,"OZ","69","69","434d","AUT","O","C","ct_2",1820,"tr_6"
81172,"SZ","92","92","434g","CDI","O","P","ct_8",624,"tr_1"
81185,"LZ","21","21","632k","CDI","O","C","ct_5",718,"tr_5"
81191,"PZ",NA,NA,"421b","CDI","O","C","ct_8",3000,"tr_1"
81201,"KZ","62","59","467b","CDI","O","C","ct_9",1820,"tr_6"
81218,"CI","78","92","624c","CDI","O","C","ct_9",1834,"tr_5"
81240,"NZ","84","84","684a","CDI","O","P","ct_9",1062,"tr_5"
81249,"QA","30","30","525d","CDI","O","C","ct_9",1044,"tr_6"
81250,"GZ","80","80","653a","CDI","O","C","ct_9",1685,"tr_1"
81261,"MA","73","69","461c","CDI","O","C","ct_9",1275,"tr_1"
81276,"QB","06","06","526a","CDI","O","C","ct_8",834,"tr_5"
81277,"HZ","94","94","542a","CDI","O","C","ct_9",428,"tr_2"
81283,"GZ","67","67","634a","CDI","O","C","ct_9",793,"tr_1"
81299,"QB","59","59","563a","CDI","O","N","ct_7",3000,"tr_1"
81301,"NZ","43","43","684a","CDD","O","C","ct_8",1255,"tr_3"
81317,"CM","01","01","628b","CDI","O","C","ct_9",1560,"tr_1"
81319,"QB","92","75","526a","CDI","O","C","ct_8",1820,"tr_3"
81342,"MA","44","44","543g","CDI","O","C","ct_9",1771,"tr_3"
81347,"QB","63","63","628g","CDI","O","P","ct_8",455,"tr_4"
81354,"HZ","12","31","642b","CDI","O","P","ct_9",790,"tr_4"
81357,"HZ","85","85","641b","CDI","O","P","ct_9",643,"tr_4"
81363,"NZ","13","13","684a","CDI","O","C","ct_9",1820,"tr_1"
81369,"HZ","91","91","655a","CDI","O","C","ct_9",1914,"tr_5"
81371,"KZ","83","83","467a","CDI","O","C","ct_9",1820,"tr_1"
81384,"MC","38","38","643a","CDI","O","P","ct_9",574,"tr_4"
81396,"SZ",NA,NA,"563b","CDI","O","P","ct_8",1476,"tr_4"
81399,"CC","66","66","675b","CDI","O","C","ct_9",1811,"tr_2"
81409,"HZ","76","76","641a","CDI","O","P","ct_9",546,"tr_3"
81416,"NZ","57","57","671c","TTP","O","N","ct_9",309,"tr_1"
81420,"OZ","31","31","621f","CDI","O","C",NA,131,NA
81425,"CL","35","35","673c","CDI","O","C","ct_9",1846,"tr_6"
81435,"QA","74","74","525d","CDI","O","P","ct_9",1321,"tr_5"
81445,"PZ","75","75","421b","CDI","O","P","ct_8",1248,"tr_3"
81455,"PZ","44","44","525b","CDI","O","C","ct_8",2128,"tr_3"
81471,"MC","15","15","643a","CDI","O","P","ct_9",1377,"tr_2"
81477,"QB","30","84","563b","CDI","O","P","ct_9",1038,"tr_3"
81480,"MB","27","35","451e","CDI","O","P","ct_1",1452,"tr_6"
81481,"PZ","95","60","465a","CDI","O","C","ct_8",1820,"tr_2"
81482,"GZ","83","83","554a","CDI","O","C","ct_9",1818,"tr_6"
81488,"LZ","27","27","542a","CDI","O","C","ct_9",1870,"tr_1"
81497,"GZ","69","69","641a","CDI","O","C","ct_9",707,"tr_3"
81507,"QB","31","31","525d","CDI","O","C","ct_8",1820,"tr_5"
81516,"MA","34","34","542a","CDI","O","C","ct_9",1687,"tr_1"
81530,"QA","42","42","526a","CDI","O","C","ct_9",1792,"tr_5"
81552,"IZ","62","62","561f","CDI","O","C","ct_9",1047,"tr_2"
81558,"CK","28","28","487b","CDI","O","C","ct_9",601,"tr_6"
81567,"NZ",NA,"47","691e","TOA","O","C","ct_8",172,"tr_1"
81573,"FZ","77","75","681a","CDI","O","C","ct_9",1143,"tr_1"
81576,"MA","83","92","634a","CDI","O","C","ct_9",1701,"tr_1"
81579,"QA","95","95","525d","CDI","O","C","ct_9",1977,"tr_1"
81590,"CC","33","33","675c","CDI","O","C","ct_9",886,"tr_2"
81606,"QB","79","79","526a","CDI","O","C","ct_8",1820,"tr_5"
81607,"QA","29","29","526a","CDI","O","P","ct_9",915,"tr_5"
81612,"CL","38","69","384a","CDI","O","C","ct_9",1535,"tr_6"
81616,"QB","12","12","525d","CDI","O","P","ct_8",911,"tr_5"
81620,"QB","42","42","434b","CDI","O","C","ct_8",1608,"tr_3"
81622,"CC","49","49","681b","CDI","O","C","ct_9",1254,"tr_3"
81630,"CJ","69","69","652a","CDI","O","C","ct_9",1820,"tr_1"
81650,"NZ","75","93","684a","CDI","O","C","ct_9",1749,"tr_6"
81681,"KZ","75","75","376d","CDI","O","C","ct_9",1820,"tr_1"
81688,"NZ",NA,NA,"684a","CDI","O","C","ct_9",1823,"tr_6"
81694,"CM","38","38","623f","CDI","O","C","ct_9",1107,"tr_5"
81746,"GZ","69","69","542a","CDI","O","C","ct_9",1245,"tr_1"
81751,"NZ","34","34","542a","CDI","O","P","ct_9",2200,"tr_1"
81753,"CH","72","72","543h","CDI","O","P",NA,180,NA
81775,"GZ","07","07","554a","CDI","O","P","ct_9",1564,"tr_1"
81783,"PZ","95","95","422d","CDI","O","C","ct_8",1324,"tr_5"
81795,"QA","62","62","526e","CDI","O","P","ct_9",484,"tr_1"
81808,"AZ","33","33","691e","CDI","O","P",NA,123,NA
81818,"OZ","77","94","524b","CDI","O","C",NA,208,NA
81844,"LZ","69","69","524c","CDI","O","C","ct_5",1820,"tr_6"
81853,"LZ","41","41","684a","CDI","O","C","ct_9",607,"tr_4"
81860,"OZ","93","75","524c","AUT","O","C","ct_2",1819,"tr_4"
81861,"CK","68","68","628g","CDI","O","C","ct_9",1638,"tr_4"
81880,"QA","49","49","431f","AUT","O","P","ct_3",1544,"tr_6"
81881,"CH","33","33","542a","CDI","O","P","ct_9",542,"tr_1"
81906,"QA","88","88","523d","CDI","O","C","ct_3",1820,"tr_6"
81919,"FZ",NA,NA,"621c","CDI","O","C","ct_9",1501,"tr_3"
81922,"CE","35","56","676e","CDI","O","P","ct_9",1339,"tr_6"
81929,"HZ","60","93","466a","CDI","O","C","ct_9",1102,"tr_6"
81934,"IZ","29","29","561c","CDI","O","C","ct_6",1148,"tr_1"
81943,"QA","67","67","526e","CDI","O","C","ct_9",1584,"tr_2"
81947,"GZ","30","59","461b","CDI","O","C","ct_9",1748,"tr_6"
81948,"PZ","92","75","525a","CDI","O","P","ct_9",2386,"tr_3"
81955,"NZ","76","35","684a","CDI","O","P","ct_9",1499,"tr_6"
81967,"OZ","79","79","523b","AUT","O","C","ct_1",1558,"tr_5"
81982,"QA","85","85","431f","CDI","O","C","ct_9",1808,"tr_5"
81991,"NZ","93","93","534b","CDI","O","C","ct_9",669,"tr_6"
82002,"GZ","09","09","636a","CDI","O","C","ct_9",2200,"tr_5"
82007,"MA","33","33","542a","CDI","O","C","ct_9",1258,"tr_4"
82013,"IZ","92","92","561c","CDI","O","P","ct_9",872,"tr_1"
82016,"GZ",NA,NA,"691b","CDI","O","P","ct_9",884,"tr_1"
82029,"MB","84","13","342g","CDI","O","C","ct_5",2080,"tr_6"
82034,"AZ","21","21","691c","CDI","O","C",NA,180,NA
82042,"KZ","89","89","376c","CDI","O","C","ct_9",2427,"tr_3"
82045,"CM","57","57","483a","CDI","O","C","ct_9",1022,"tr_5"
82067,"JB","18","18","555a","CDI","O","C","ct_9",1924,"tr_6"
82068,"OZ","49","49","524b","CDI","O","P","ct_1",1373,"tr_6"
82086,"SZ","59","59","372d","CDI","O","C","ct_8",2541,"tr_1"
82106,"QB","68","68","434f","CDI","O","C","ct_8",1820,"tr_5"
82109,"SZ","95","95","435b","CDI","O","C",NA,236,NA
82115,"QB","94","94","526c","CDI","O","C","ct_9",431,"tr_2"
82116,"QA","56","56","431f","CDI","O","P","ct_8",1596,"tr_3"
82127,"GZ","80","80","634c","CDI","O","C","ct_9",1743,"tr_3"
82134,"TZ","49","49","563c","CDI","O","C",NA,1421,NA
82155,"MB","78","78","524b","CDI","O","N",NA,151,NA
82166,"OZ","92","75","524b","CDI","O","C","ct_1",1820,"tr_6"
82167,"IZ","72","72","523b","CDI","O","C",NA,151,NA
82177,"QB","13","13","563b","CDI","O","P","ct_9",531,"tr_4"
82179,"CJ","13","13","542a","CDI","O","C","ct_9",1036,"tr_1"
82180,"QB","59","59","525d","CDI","O","C","ct_8",1254,"tr_4"
82181,"GZ","88","88","373d","CDI","O","C","ct_9",2062,"tr_5"
82189,"OZ","76","76","523b","AUT","O","P","ct_1",1456,"tr_6"
82192,"HZ","34","34","641a","CDD","O","C",NA,132,NA
82195,"HZ","63","63","676c","CDI","O","C","ct_9",1791,"tr_3"
82200,"GZ",NA,NA,"551a","CDI","O","P","ct_9",144,"tr_1"
82204,"CG","44","44","625c","CDI","O","C","ct_9",1734,"tr_5"
82211,"SZ","59","75","423b","CDI","O","C","ct_8",1820,"tr_4"
82212,"PZ","14","14","525a","CDI","O","P","ct_8",1631,"tr_3"
82226,"GZ","33","33","433b","CDI","O","C","ct_9",1841,"tr_1"
82227,"TZ","10","10","563c","CDI","O","C",NA,525,NA
82234,"RZ","35","35","424a","CDI","O","P","ct_8",166,"tr_1"
82240,"CM","82","82","621a","CDI","O","C","ct_9",1604,"tr_3"
82252,"JC","92","92","388a","CDI","O","C","ct_9",717,"tr_4"
82256,"QB","12","12","526d","CDI","O","C","ct_8",1820,"tr_3"
82261,"OZ","60","60","479b","CDI","O","C","ct_8",1750,"tr_3"
82264,"DZ","26","26","463b","CDI","O","C","ct_9",1820,"tr_5"
82265,"IZ","36","36","684a","TOA","O","C","ct_9",641,"tr_1"
82272,"PZ","29","29","422a","CDI","O","C","ct_1",1820,"tr_3"
82301,"FZ","29","29","632g","CDI","O","C","ct_9",803,"tr_4"
82309,"AZ","34","34","373d","CDI","O","C","ct_9",2019,"tr_2"
82312,"QA","11","11","431f","CDI","O","C","ct_8",1820,"tr_3"
82333,"CE","35","50","534a","CDI","O","C","ct_9",1976,"tr_6"
82350,"LZ","95","95","481b","CDI","O","C","ct_9",2028,"tr_1"
82351,"PZ","91","91","423b","CDI","O","C","ct_9",595,"tr_2"
82352,"HZ","39","39","642a","CDI","O","P","ct_9",340,"tr_1"
82362,"DZ","30","30","543f","CDI","O","C","ct_9",1765,"tr_5"
82367,"GZ","78","78","554e","CDI","O","P","ct_9",599,"tr_1"
82373,"QB","49","49","526a","CDI","O","C","ct_8",1820,"tr_4"
82379,"IZ","73","73","561d","CDI","O","C","ct_9",1236,"tr_3"
82384,"KZ","67","67","477a","CDI","O","P","ct_9",607,"tr_6"
82391,"HZ","69","69","333c","AUT","O","C","ct_9",1820,"tr_5"
82397,"CK","59","59","653a","CDI","O","C","ct_9",1829,"tr_5"
82398,"OZ","13","13","524c","AUT","X","P","ct_2",1025,"tr_6"
82404,"GZ","76","93","463c","CDI","O","C","ct_9",1433,"tr_1"
82413,"OZ","75","75","543g","CDD","O","C","ct_1",743,"tr_5"
82416,"QB",NA,NA,"671a","AUT","X","P","ct_2",674,"tr_5"
82427,"KZ","75","75","331a","CDI","O","C","ct_5",1820,"tr_6"
82428,"MB","17","33","451e","CDI","O","C","ct_1",1511,"tr_5"
82436,"CK","67","67","628g","CDI","O","C","ct_9",1743,"tr_3"
82441,"QB","63","63","553c","CDI","O","C","ct_9",1659,"tr_4"
82456,"HZ","51","51","641a","CDI","O","C","ct_9",1800,"tr_0"
82462,"TZ",NA,NA,"563c","CDI","O","N","ct_7",1945,"tr_1"
82470,"CB","16","16","627a","CDI","O","C","ct_9",1518,"tr_3"
82471,"QA","32","31","542a","CDD","O","P","ct_6",497,"tr_1"
82473,"HZ","52","52","466c","CDI","O","C","ct_9",2200,"tr_2"
82488,"NZ","10","10","681b","CDI","O","C",NA,153,"tr_1"
82493,"QA","85","85","526e","CDI","O","C",NA,125,NA
82497,"QB","94","91","526d","CDI","O","C","ct_8",1647,"tr_4"
82509,"HZ","57","57","642b","CDI","O","P","ct_9",553,"tr_4"
82525,"CB","24","24","653a","CDI","O","C","ct_9",1538,"tr_5"
82529,"CK","76","76","624e","CDI","O","C","ct_9",1821,"tr_3"
82532,"MA","29","29","543b","CDI","O","C","ct_9",2200,"tr_1"
82533,"QA","94","94","526a","CDI","O","C","ct_9",1018,"tr_5"
82550,"MA","69","69","386c","CDI","O","C","ct_9",1669,"tr_4"
82556,"PZ","92","75","451g","CDI","O","C","ct_2",1732,"tr_4"
82561,"HZ","56","56","641a","CDD","O","C","ct_9",953,"tr_4"
82565,"FZ","14","14","621a","CDI","O","P","ct_9",1516,"tr_1"
82580,"QB","57","57","563a","CDI","O","N","ct_7",3000,"tr_1"
82581,"LZ","31","31","376g","CDI","O","P","ct_9",270,"tr_1"
82584,"NZ","77","91","684a","CDI","O","C",NA,768,"tr_6"
82585,"CM","74","74","676c","CDI","O","C","ct_9",1774,"tr_6"
82597,"HZ","56","56","641b","AUT","O","C",NA,155,NA
82601,"NZ","91","75","635a","CDI","O","C","ct_9",1920,"tr_5"
82605,"GZ","30","30","553c","CDI","O","P","ct_9",930,"tr_1"
82607,"CJ","73","38","485a","CDI","O","C","ct_9",1821,"tr_5"
82609,"QB","63","63","621f","AUT","O","C","ct_2",1934,"tr_4"
82624,"QB","37","37","526a","CDI","O","C","ct_9",1809,"tr_4"
82637,"FZ","57","57","634b","CDI","O","C","ct_9",1599,"tr_3"
82658,"CK","37","37","474b","CDI","O","C","ct_9",1431,"tr_3"
82672,"MA","75","92","375b","CDI","O","C","ct_9",1232,"tr_6"
82675,"NZ","35","35","534a","CDI","O","C","ct_9",279,"tr_5"
82678,"CA","47","47","674c","CDI","O","C","ct_9",1704,"tr_3"
82683,"NZ","75","93","534a","CDI","O","C",NA,359,"tr_5"
82687,"QB","42","42","526a","CDI","O","P","ct_8",1411,"tr_4"
82694,"OZ","94","93","451e","CDI","O","C","ct_8",1470,"tr_3"
82695,"QB","44","44","524c","AUT","X","P","ct_2",1144,"tr_5"
82696,"QB","72","72","525d","CDI","O","P","ct_9",1616,"tr_4"
82702,"KZ","75","75","467c","CDI","O","C","ct_9",1755,"tr_4"
82704,"OZ","77","93","467d","CDI","O","C","ct_8",1939,"tr_5"
82716,"PZ",NA,NA,"423b","CDI","O","C","ct_8",1584,"tr_1"
82723,"NZ","80","59","684a","CDI","O","C",NA,382,"tr_1"
82735,"GZ","13","30","484a","CDI","O","C","ct_9",1806,"tr_5"
82736,"QB","36","36","526a","CDI","O","C","ct_8",1531,"tr_3"
82739,"HZ","22","35","641b","CDI","O","C","ct_9",1571,"tr_4"
82769,"KZ","37","14","467c","AUT","X","C","ct_9",981,"tr_1"
82774,"NZ","37","49","534a","CDI","O","C","ct_9",1867,"tr_5"
82796,"MB","91","91","342g","CDI","O","C","ct_5",1820,"tr_6"
82798,"MC","56","56","643a","CDI","O","P","ct_9",673,"tr_4"
82801,"LZ","83","83","463e","CDI","O","P","ct_9",1130,"tr_1"
82803,"QB","91","91","477a","CDI","O","P","ct_8",1365,"tr_1"
82808,"PZ","75","75","422e","CDI","O","N","ct_9",645,"tr_0"
82810,"PZ","47","33","422e","AUT","O","P","ct_1",1092,"tr_6"
82814,"QB","24","24","563b","CDI","O","P","ct_8",1680,"tr_4"
82827,"QB","66","66","525d","CDI","O","C","ct_8",1821,"tr_3"
82832,"OZ","57","57","524b","CDI","O","C","ct_1",1820,"tr_3"
82836,"GZ","13","13","374a","CDI","O","C","ct_9",1700,"tr_1"
82844,"FZ","13","13","634b","CDI","O","C","ct_9",1880,"tr_1"
82852,"MA","64","64","525d","CDI","O","C","ct_9",1771,"tr_6"
82853,"QA","29","29","431d","CDI","O","P","ct_9",1467,"tr_6"
82873,"GZ","17","16","543g","CDI","O","C","ct_9",1820,"tr_6"
82885,"QA","35","35","526a","CDI","O","C","ct_8",1505,"tr_5"
82894,"RZ","11","11","534a","CDI","O","P","ct_8",1028,"tr_1"
82897,"GZ","50","14","676c","CDI","O","C","ct_9",1390,"tr_5"
82898,"IZ","33","33","636d","CDI","O","P","ct_9",640,"tr_1"
82916,"MB","64","64","461f","CDI","O","P","ct_9",1732,"tr_6"
82944,"PZ","92","92","421b","CDI","O","C","ct_8",2529,"tr_3"
82954,"QA","57","57","643a","CDI","O","P","ct_9",1820,"tr_4"
82956,"SZ","06","06","434a","CDI","O","C","ct_8",1806,"tr_3"
82965,"NZ","95","75","684a","CDI","O","P","ct_9",2215,"tr_6"
82969,"GZ","37","37","475a","CDI","O","C","ct_9",409,"tr_2"
82978,"QB","42","42","563a","CDI","O","N","ct_7",1907,"tr_0"
82981,"QB","62","62","524b","CDI","O","C","ct_8",1820,"tr_4"
82994,"MA","38","38","478c","CDI","O","C","ct_9",1806,"tr_5"
83001,"GZ","49","49","551a","CDI","O","C","ct_9",1051,"tr_5"
83008,"GZ","62","62","636a","CDI","O","P","ct_6",139,"tr_0"
83018,"CH","33","33","623f","CDI","O","C","ct_9",2028,"tr_1"
83029,"NZ","43","43","628a","CDI","O","C","ct_9",1367,"tr_1"
83044,"NZ","37","37","461f","CDI","O","C","ct_9",1784,"tr_6"
83051,"FZ","78","78","623e","CDI","O","C","ct_9",1241,"tr_3"
83054,"PZ","29","29","525b","CDI","O","P","ct_8",999,"tr_4"
83083,"GZ","22","22","554a","CDI","O","C","ct_9",1418,"tr_1"
83093,"QB","40","40","563b","AUT","O","P","ct_2",1073,"tr_4"
83097,"NZ","79","79","486e","CDI","O","C","ct_9",1518,"tr_5"
83104,"CA","62","80","652a","CDI","O","C","ct_9",1517,"tr_5"
83107,"CL","05","93","384b","CDI","O","C","ct_9",1906,"tr_5"
83118,"HZ","54","54","641a","CDI","O","P","ct_9",1482,"tr_2"
83121,"QB","16","17","431f","CDI","O","P","ct_8",1638,"tr_3"
83144,"HZ","60","60","642a","CDI","O","C","ct_9",1765,"tr_1"
83149,"QB","31","31","525d","CDI","O","C","ct_9",1680,"tr_4"
83154,"CJ","93","75","374c","CDI","O","C","ct_9",2453,"tr_4"
83155,"HZ","63","63","641b","CDI","O","C","ct_9",1608,"tr_3"
83162,"OZ","33","33","523c","CDI","O","C","ct_2",1365,"tr_6"
83165,"OZ","30","84","467d","CDI","O","P","ct_8",1638,"tr_6"
83171,"CB","80","80","676e","CDI","O","C","ct_9",1517,"tr_3"
83175,"QB","94","94","563b","AUT","X","P","ct_8",635,"tr_3"
83185,"QB","75","75","526d","CDI","O","P","ct_8",734,"tr_3"
83187,"KZ","92","92","388c","CDI","O","C","ct_9",1820,"tr_6"
83190,"FZ","76","94","482a","CDI","O","C","ct_9",413,"tr_6"
83191,"OZ","87","16","483a","AUT","O","C","ct_1",1824,"tr_6"
83193,"TZ","81","81","563c","CDI","O","C",NA,327,NA
83196,"PZ","95","95","525b","CDI","O","C",NA,255,NA
83205,"NZ","27","27","684a","CDI","O","P","ct_9",1610,"tr_0"
83214,"FZ","93","93","681a","CDI","O","C","ct_9",413,"tr_1"
83218,"GZ","51","51","477c","CDI","O","C","ct_9",1745,"tr_1"
83256,"GZ","42","42","462a","CDI","O","C","ct_9",138,"tr_0"
83257,"GZ","38","69","543b","CDI","O","C","ct_9",1820,"tr_4"
83258,"QA","78","92","431a","CDI","O","C","ct_3",1820,"tr_6"
83267,"QB","60","60","563a","CDI","O","N","ct_7",3000,"tr_1"
83270,"QA","01","01","526a","CDI","O","C","ct_9",607,"tr_6"
83271,"GZ","13","42","636a","CDI","O","C","ct_9",2028,"tr_1"
83282,"DZ","35","35","485a","CDI","O","C","ct_9",1808,"tr_6"
83284,"OZ","59","59","545d","CDI","O","C","ct_8",2011,"tr_3"
83293,"OZ","69","69","451g","CDI","O","P","ct_2",612,"tr_6"
83310,"LZ","38","38","461d","CDI","O","C","ct_5",1816,"tr_6"
83319,"OZ","67","67","525b","AUT","O","C","ct_2",1365,"tr_6"
83334,"QB","40","33","675b","CDI","O","C","ct_8",1444,"tr_4"
83349,"GZ","31","31","472a","CDI","O","C","ct_9",1575,"tr_6"
83360,"CC","63","63","653a","CDI","X","C","ct_5",1827,"tr_5"
83364,"HZ","52","91","642b","CDI","O","P","ct_9",550,"tr_3"
83366,"PZ","22","22","341a","CDI","O","C","ct_8",1820,"tr_4"
83369,"OZ","75","75","333a","CDI","O","C","ct_1",1820,"tr_5"
83377,"TZ","45","45","563c","CDD","O","C",NA,702,NA
83384,"CG","80","76","626a","CDI","O","C","ct_9",1777,"tr_6"
83386,"NZ","91","95","684a","CDI","O","P","ct_9",1432,"tr_4"
83401,"PZ","13","13","384a","CDD","O","C","ct_9",1991,"tr_5"
83416,"MA","26","26","479b","CDI","O","P","ct_9",737,"tr_4"
83419,"FZ","31","31","472c","CDI","O","C","ct_9",1183,"tr_6"
83429,"QB","93","93","543b","CDI","O","C","ct_8",1820,"tr_4"
83445,"NZ","10","10","691d","TOA","O","C","ct_8",235,"tr_1"
83448,"OZ","25","25","621f","CDI","O","C",NA,316,NA
83452,"FZ","69","69","542a","CDI","O","C","ct_9",1820,"tr_1"
83472,"NZ","54","54","534a","CDI","O","C","ct_9",1735,"tr_1"
83488,"NZ","94","94","534a","CDI","O","C","ct_9",2163,"tr_6"
83490,"PZ","26","26","422e","CDI","O","P","ct_8",1186,"tr_4"
83500,"MA","51","51","372a","CDI","O","C","ct_9",1713,"tr_1"
83503,"KZ","94","93","373b","CDI","O","C","ct_9",1820,"tr_6"
83527,"QB","50","50","563b","CDI","O","C",NA,349,NA
83538,"IZ","38","38","561b","CDI","O","P","ct_9",872,"tr_3"
83546,"MA","91","94","382a","CDI","O","C","ct_9",2028,"tr_2"
83568,"DZ","92","92","388a","CDI","O","C","ct_9",1784,"tr_6"
83570,"CE","50","50","486d","CDI","O","C","ct_9",1820,"tr_6"
83591,"OZ","37","86","333e","CDI","O","C","ct_1",758,"tr_6"
83592,"PZ","35","35","525a","CDI","O","C","ct_8",1510,"tr_3"
83601,"TZ","56","56","563c","CDI","O","N","ct_7",1078,"tr_1"
83613,"GZ","69","26","551a","CDI","O","C","ct_9",346,"tr_2"
83614,"RZ","95","95","354e","CDD","O","N","ct_8",1151,"tr_0"
83622,"PZ","34","34","422a","CDI","O","C","ct_1",1820,"tr_5"
83625,"QA","39","39","526e","CDI","O","C","ct_9",626,"tr_2"
83633,"QA","42","07","525d","CDI","O","P","ct_3",1490,"tr_6"
83636,"PZ","76","76","341a","CDI","O","C","ct_8",1820,"tr_3"
83638,"QA","69","69","542a","CDI","O","C","ct_8",1820,"tr_6"
83641,"QB","93","93","563a","CDI","O","N","ct_7",1033,"tr_0"
83643,"GZ","45","45","552a","CDI","O","P","ct_9",1407,"tr_6"
83667,"QB","69","69","525d","CDI","O","C","ct_8",1820,"tr_3"
83674,"QB","69","69","563b","CDI","O","P","ct_8",1395,"tr_4"
83685,"GZ","42","42","478c","CDI","O","C","ct_9",1832,"tr_2"
83705,"CG","51","51","486e","CDI","O","C","ct_9",1759,"tr_5"
83707,"MA","35","44","543f","CDI","O","C","ct_9",1171,"tr_1"
83729,"CL","68","68","673c","CDI","O","C","ct_9",616,"tr_6"
83731,"QA","68","68","526e","CDI","O","P","ct_9",1092,"tr_4"
83733,"GZ","77","94","554a","CDI","O","C","ct_9",2357,"tr_5"
83739,"CM","84","84","675b","CDI","O","C","ct_9",1587,"tr_4"
83741,"QA","13","13","431b","CDI","O","C","ct_9",3000,"tr_5"
83759,"LZ","31","31","632k","CDI","O","C","ct_5",2096,"tr_3"
83771,"GZ","34","94","374c","CDI","O","C","ct_9",2044,"tr_6"
83775,"CA","93","93","674b","CDI","O","C","ct_9",1004,"tr_3"
83780,"CE","04","04","475a","CDI","O","C","ct_9",1163,"tr_6"
83797,"CK","74","74","673c","CDI","O","P","ct_9",1019,"tr_6"
83801,"PZ","13","13","542a","CDI","O","C","ct_5",455,"tr_4"
83804,"QB","87","87","525d","AUT","X","C","ct_3",677,"tr_4"
83816,"QB","78","78","525d","CDI","O","C","ct_9",1201,"tr_4"
83825,"LZ","13","13","461b","CDI","O","C","ct_5",1820,"tr_6"
83831,"QB","31","31","526a","CDI","O","C","ct_9",1740,"tr_4"
83832,"FZ","31","31","373d","CDI","O","C","ct_9",381,"tr_1"
83835,"CK","73","73","623g","CDI","O","C","ct_9",1364,"tr_5"
83843,"KZ","89","92","542a","CDI","O","C","ct_9",1609,"tr_5"
83849,"SZ","62","62","541b","CDI","O","C","ct_9",1388,"tr_1"
83858,"FZ","93","95","632g","CDI","O","C","ct_9",1408,"tr_3"
83871,"PZ","14","14","525b","CDI","O","C","ct_8",1753,"tr_3"
83885,"PZ","75","75","525a","CDI","O","P","ct_8",425,"tr_5"
83889,"PZ","70","70","685a","AUT","X","P","ct_8",1529,"tr_3"
83891,"CG","06","06","553c","CDI","O","C","ct_9",1072,"tr_1"
83896,"CH","31","31","384b","CDI","O","C","ct_9",1914,"tr_3"
83910,"CM","38","38","675b","CDI","O","C","ct_9",1439,"tr_2"
83928,"PZ","78","78","525b","CDI","O","C","ct_8",1820,"tr_5"
83942,"KZ","33","33","545b","CDI","O","P","ct_9",1132,"tr_6"
83995,"QB",NA,NA,"526c","CDI","O","C","ct_8",1488,"tr_3"
