pkey,Type_of_contract,PAY,job_dep,employer_type,employee_count,work_condition,ECO_SECT,JOB_CATEGORY,working_hours,work_desc
83020,"CDI",18519,"82","ct_9","tr_6","C","GZ","O",1678,"551a"
83025,"CDI",20631,"82","ct_8","tr_4","P","QB","O",1661,"525d"
83030,"CDI",57616,"31","ct_9","tr_6","C","CL","O",1740,"389a"
83032,"CDI",46179,"31","ct_9","tr_5","C","GZ","O",1920,"387b"
83035,"CDI",18690,"82","ct_9","tr_5","C","GZ","O",1715,"636a"
83036,"CDI",16116,"82","ct_7","tr_1","N","TZ","O",1554,"563c"
83037,"AUT",10516,"82","ct_1","tr_4","P","PZ","O",1257,"422e"
83049,"CDI",11450,"34","ct_9","tr_5","C","HZ","O",1159,"643a"
83053,"CDI",15687,"82","ct_7","tr_1","N","QB","O",3000,"563a"
83064,"CDI",36894,"82","ct_8","tr_1","C","PZ","O",1820,"421b"
83065,"CDI",18276,"31","ct_9","tr_6","C","HZ","O",1799,"521a"
83069,"CDI",49208,"83","ct_9","tr_6","C","NZ","O",1798,"376e"
83074,"CDI",16885,"83","ct_9","tr_6","C","QA","O",1279,"431f"
83079,"CDI",15863,"83","ct_9","tr_2","C","FZ","O",1510,"653a"
83080,"AUT",34394,"83","ct_2","tr_3","C","OZ","O",1820,"333f"
83082,"CDI",7861,"83","ct_9","tr_6","C","QA","O",1810,"526a"
83086,"CDI",8744,"83","ct_9","tr_1","C","RZ","O",1387,"424a"
83087,"CDI",10647,"77","ct_9","tr_0","C","NZ","O",1082,"534a"
83088,"CDI",28567,"83","ct_9","tr_6","C","HZ","O",1827,"333c"
83090,"CDI",15051,"83","ct_1","tr_4","P","OZ","O",958,"543g"
83095,"CDI",23927,"83","ct_8","tr_0","C","QB","O",1740,"434d"
83109,"CDI",18482,"06","ct_9","tr_6","P","KZ","O",1254,"467a"
83124,"CDI",25927,"83","ct_9","tr_1","C","MA","O",2002,"543h"
83139,"CDI",6361,"83","ct_9","tr_5","C","GZ","O",645,"552a"
83143,"AUT",14472,"83","ct_1","tr_6","C","OZ","O",1820,"531a"
83146,"CDI",59615,"13","ct_9","tr_6","C","HZ","O",1771,"373b"
83148,"CDI",29709,"06","ct_9","tr_3","C","MA","O",1924,"543b"
83161,"CDI",26855,"30","ct_1","tr_6","P","MB","O",1693,"451e"
83166,"CDI",53173,"83","ct_8","tr_6","C","QA","O",1771,"344a"
83176,"CDI",23894,"13","ct_9","tr_6","C","GZ","O",1829,"534a"
83177,"CDI",20089,"83","ct_6","tr_1","C","NZ","O",1820,"631a"
83180,"CDI",17634,"83","ct_9","tr_1","P","IZ","O",1545,"561b"
83182,"CDI",3001,"13","ct_9","tr_1","C","QA","O",455,"526e"
83188,"CDI",19861,"06","ct_9","tr_5","C","NZ","O",1785,"534a"
83199,"CDI",32330,"83","ct_9","tr_1","C","FZ","O",1820,"681a"
83210,"CDI",22230,"04","ct_9","tr_4","C","QA","O",1708,"526a"
83216,"CDI",10374,"83","ct_9","tr_4","C","QB","O",766,"526a"
83224,"CDI",12732,"83","ct_8","tr_1","P","SZ","O",646,"421a"
83225,"CDI",50003,"83","ct_9","tr_1","C","KZ","O",1994,"373d"
83226,"CDI",17204,"34","ct_9","tr_6","C","NZ","O",1736,"534a"
83227,"CDI",27695,"13","ct_9","tr_2","C","JC","O",1820,"478a"
83230,"CDI",46265,"83","ct_9","tr_6","C","CL","O",1906,"387b"
83233,"CDI",7213,"83","ct_9","tr_1","C","SZ","O",917,"676a"
83238,"CDI",19959,"83","ct_9","tr_3","C","HZ","O",1860,"451a"
83255,"CDI",5188,"83","ct_9","tr_3","C","GZ","O",500,"554e"
83264,"CDI",39851,"04","ct_9","tr_4","C","CE","O",1019,"484a"
83266,"CDI",2358,"83",NA,NA,"C","OZ","O",152,"524b"
83269,"CDI",21730,"83","ct_9","tr_3","C","GZ","O",1519,"551a"
83275,"CDI",19922,"83","ct_6","tr_2","C","KZ","O",1820,"545c"
83277,"CDI",31687,"83","ct_9","tr_3","C","GZ","O",1820,"374c"
83278,"CDI",30554,"83","ct_9","tr_5","C","GZ","O",713,"634c"
83280,"CDI",48505,"83","ct_9","tr_3","C","FZ","O",1942,"486e"
83281,"CDI",25838,"83","ct_9","tr_6","C","KZ","O",1820,"467a"
83287,"CDD",8731,"83","ct_1","tr_5","C","PZ","O",904,"422e"
83288,"CDI",9066,"83","ct_9","tr_1","C","GZ","O",1060,"554a"
83301,"CDI",14196,"83","ct_9","tr_1","P","CB","O",953,"681b"
83303,"CDI",31333,"83","ct_9","tr_3","C","FZ","O",1540,"632a"
83309,"CDI",11558,"83","ct_9","tr_1","C","MA","O",509,"461d"
83311,"CDI",27152,"04","ct_9","tr_4","C","QA","O",1821,"431f"
83314,"CDI",1717,"83","ct_9","tr_1","P","IZ","O",164,"561c"
83321,"CDI",14524,"06","ct_9","tr_2","C","HZ","O",1515,"641a"
83324,"CDI",10807,"13","ct_9","tr_2","P","GZ","O",1332,"551a"
83345,"CDI",20342,"83","ct_9","tr_1","C","GZ","O",1796,"554a"
83347,"AUT",20297,"83","ct_1","tr_2","P","OZ","O",1565,"343a"
83351,"CDI",9129,"83","ct_7","tr_0","N","TZ","O",674,"563c"
83357,"CDI",60151,"13","ct_9","tr_6","C","HZ","O",1820,"382c"
83358,"CDI",23567,"83","ct_9","tr_4","C","HZ","O",1823,"451a"
83373,"CDI",49808,"83","ct_9","tr_1","C","FZ","O",1820,"621e"
83387,"CDI",2030,"83","ct_9","tr_0","P","IZ","O",312,"561c"
83391,"CDI",35678,"83","ct_7","tr_1","N","QB","O",3000,"563a"
83392,"CDI",19308,"83","ct_9","tr_1","C","QA","O",2029,"526e"
83394,"AUT",18394,"83","ct_1","tr_4","P","OZ","O",1456,"523b"
83408,"CDI",12689,"83","ct_8","tr_2","P","QA","O",903,"432d"
83413,"CDD",4721,"83","ct_9","tr_0","C","IZ","O",521,"541b"
83420,"AUT",5375,"83",NA,NA,"C","CM","O",213,"543h"
83436,"AUT",2714,"83",NA,NA,"P","QB","O",261,"563b"
83437,"CDI",26212,"83","ct_9","tr_1","C","SZ","O",1809,"624c"
83438,"CDI",27039,"59","ct_9","tr_2","C","JC","O",2022,"478c"
83441,"CDI",44796,"31","ct_9","tr_6","C","CH","O",1592,"483a"
83450,"CDI",14051,"83","ct_8","tr_4","P","QB","O",1624,"563b"
83455,"CDI",26395,"83","ct_9","tr_5","C","CM","O",1717,"675b"
83459,"CDI",16581,"83","ct_9","tr_4","C","QB","O",1356,"636d"
83460,"CDI",29899,"06","ct_8","tr_4","C","PZ","O",1820,"422b"
83469,"CDI",35379,"83","ct_9","tr_6","C","CL","O",1820,"474b"
83470,"CDI",24866,"83","ct_9","tr_2","C","GZ","O",1001,"462a"
83474,"CDI",32713,"83","ct_9","tr_1","C","CG","O",2044,"628a"
83479,"CDI",22588,"83","ct_9","tr_0","C","QA","O",1853,"526b"
83480,"CDI",16463,"13","ct_9","tr_5","C","NZ","O",2053,"534a"
83483,"CDI",10388,"83","ct_6","tr_1","C","GZ","O",1495,"682a"
83491,"CDI",43074,"83","ct_9","tr_2","C","LZ","O",1217,"463b"
83493,"AUT",46001,"83","ct_1","tr_4","C","OZ","O",1820,"333e"
83498,"CDI",23763,"83","ct_8","tr_4","C","QB","O",1810,"422c"
83506,"CDI",20840,"83","ct_9","tr_5","P","EZ","O",1912,"644a"
83514,"CDI",23777,"83","ct_2","tr_6","P","OZ","O",1305,"423b"
83515,"CDI",26115,"83","ct_8","tr_2","C","QB","O",1820,"434d"
83522,"AUT",13632,"83","ct_9","tr_1","C","FZ","O",1669,"632g"
83552,"CDI",22862,"83","ct_9","tr_4","C","QB","O",1937,"526d"
83562,"CDI",6864,"83","ct_9","tr_5","P","NZ","O",779,"684a"
83566,"CDI",21101,"83","ct_9","tr_3","C","LZ","O",1778,"632f"
83580,"TTP",10901,"83","ct_9","tr_1","N","NZ","O",819,"632a"
83585,"CDI",9329,"13","ct_9","tr_1","P","GZ","O",1132,"562a"
83600,"APP",3759,"83","ct_1","tr_6","C","OZ","A",303,"524b"
83603,"CDI",20617,"83","ct_8","tr_6","C","QA","O",1771,"525d"
83606,"CDD",13754,"83","ct_2","tr_1","P","OZ","O",1404,"524c"
83620,"CDI",14532,"83","ct_9","tr_1","C","GZ","O",1412,"462d"
83637,"CDI",3468,"83","ct_9","tr_3","P","NZ","O",356,"684a"
83654,"CDD",18840,"83","ct_3","tr_6","C","QA","O",1843,"451h"
83658,"CDI",4555,"83","ct_8","tr_1","P","RZ","O",242,"424a"
83671,"CDD",12143,"83","ct_9","tr_2","P","GZ","O",1272,"551a"
83688,"CDI",38884,"83","ct_9","tr_5","C","GZ","O",2200,"462b"
83698,"CDI",24174,"13","ct_5","tr_6","C","HZ","O",1860,"641b"
83708,"CDI",9479,"83","ct_8","tr_4","C","QB","O",1765,"676e"
83713,"CDI",5947,"83","ct_8","tr_1","P","RZ","O",242,"424a"
83727,"CDD",4623,"83",NA,NA,"P","TZ","O",321,"563c"
83730,"CDI",16214,"83","ct_9","tr_4","P","MA","O",941,"461d"
83732,"CDI",10749,"83","ct_9","tr_3","C","GZ","O",929,"551a"
83738,"CDI",2588,"83",NA,NA,"C","GZ","O",345,"554d"
83760,"CDI",20391,"83","ct_9","tr_6","C","HZ","O",1859,"451a"
83762,"CDI",21816,"83","ct_9","tr_3","C","HZ","O",1824,"451a"
83765,"CDI",46606,"83","ct_9","tr_4","C","GZ","O",1503,"463e"
83769,"CDI",1441,"83","ct_6","tr_1","P","CA","O",132,"554a"
83794,"CDI",2576,"83",NA,NA,"C","QB","O",283,"563a"
83800,"CDI",11517,"83","ct_9","tr_1","C","FZ","O",1377,"542a"
83806,"CDI",38838,"83","ct_9","tr_1","C","EZ","O",1708,"477b"
83812,"AUT",22324,"83","ct_2","tr_6","C","OZ","O",1840,"435b"
83833,"CDI",50553,"13","ct_9","tr_2","C","KZ","O",1820,"376d"
83836,"CDI",26076,"83","ct_9","tr_1","C","KZ","O",1856,"467a"
83838,"CDI",19278,"83","ct_9","tr_5","C","GZ","O",1619,"554c"
83850,"CDI",15158,"83","ct_8","tr_1","C","PZ","O",1275,"424a"
83855,"CDI",16982,"83","ct_8","tr_4","C","QB","O",1820,"525d"
83872,"CDI",20455,"83","ct_9","tr_3","P","HZ","O",1629,"451a"
83874,"CDI",56432,"83","ct_9","tr_0","C","MA","O",1407,"373d"
83875,"CDI",15390,"83","ct_9","tr_3","C","IZ","O",1437,"561c"
83881,"CDI",20937,"83","ct_8","tr_3","P","QB","O",1597,"563b"
83890,"CDI",13077,"83","ct_9","tr_3","P","IZ","O",1325,"423b"
83893,"CDI",8901,"83","ct_7","tr_1","N","QB","O",1784,"563a"
83895,"CDD",2719,"83","ct_9","tr_1","C","SZ","O",287,"562b"
83899,"CDI",17406,"83","ct_9","tr_1","C","MA","O",1651,"543b"
83913,"CDI",23890,"83","ct_8","tr_1","C","QB","O",1641,"434c"
83914,"AUT",9394,"83","ct_8","tr_3","N","QB","O",1820,"685a"
83917,"AUT",22831,"83","ct_1","tr_6","C","OZ","O",1820,"531c"
83919,"CDI",13485,"83","ct_9","tr_1","C","GZ","O",1092,"477b"
83922,"CDI",29867,"92","ct_9","tr_6","C","MC","O",1694,"462d"
83931,"CDI",19126,"83","ct_8","tr_4","C","PZ","O",1357,"422c"
83941,"TOA",12795,"83","ct_9","tr_2","P","GZ","O",1331,"551a"
83947,"AUT",23817,"83","ct_3","tr_4","C","QB","O",1819,"525d"
83951,"CDI",16681,"83","ct_9","tr_6","P","GZ","O",1226,"552a"
83952,"APP",7698,"83","ct_9","tr_1","C","NZ","A",1314,"631a"
83953,"AUT",34140,"83","ct_2","tr_5","C","OZ","O",2041,"531b"
83954,"CDI",36382,"83","ct_9","tr_1","C","FZ","O",1680,"477b"
83959,"CDI",37922,"92","ct_9","tr_6","C","MA","O",1815,"374c"
83961,"CDI",28911,"83","ct_8","tr_3","C","PZ","O",1820,"421b"
83964,"CDI",13996,"83","ct_9","tr_3","C","LZ","O",1680,"631a"
83970,"CDI",21700,"83","ct_9","tr_6","P","NZ","O",1673,"684a"
83971,"CDI",26228,"83","ct_3","tr_6","C","QA","O",1852,"431f"
83972,"CDI",17736,"83","ct_8","tr_1","C","GZ","O",1758,"554f"
83979,"CDI",5066,"83","ct_3","tr_6","P","QA","O",455,"523d"
83981,"CDI",29049,"83","ct_9","tr_2","C","EZ","O",1883,"477b"
83983,"CDI",16842,"13","ct_9","tr_5","C","NZ","O",1829,"676a"
83987,"CDI",18890,"13","ct_8","tr_4","C","QB","O",1442,"526d"
83988,"CDI",21812,"83","ct_1","tr_5","C","PZ","O",1820,"422a"
84005,"CDI",22690,"83","ct_9","tr_1","C","CL","O",1687,"628a"
84007,"TOA",11397,"83","ct_9","tr_1","C","IZ","O",764,"636d"
84009,"CDI",27704,"83","ct_8","tr_4","C","OZ","O",1888,"545d"
84022,"CDI",8856,"83","ct_8","tr_2","C","QB","O",1603,"526c"
84023,"CDI",36009,"06","ct_9","tr_3","C","CE","O",607,"462e"
84026,"CDI",7564,"83","ct_9","tr_1","C","IZ","O",798,"561c"
84027,"CDI",20545,"83","ct_9","tr_4","C","QB","O",1820,"526a"
84030,"TOA",16520,"83","ct_9","tr_3","C","IZ","O",459,"377a"
84052,"CDI",13801,"83","ct_9","tr_1","C","GZ","O",1391,"634c"
84053,"CDD",11001,"83","ct_9","tr_1","C","GZ","O",1029,"554b"
84056,"CDI",1990,"83","ct_6","tr_1","C","FZ","O",190,"681a"
84057,"CDI",21975,"83","ct_9","tr_2","C","QA","O",2070,"526e"
84069,"CDI",27900,"83","ct_9","tr_6","C","GZ","O",1858,"534a"
84071,"APP",2552,"83","ct_9","tr_1","C","FZ","A",562,"564b"
84072,"CDI",55206,"83","ct_8","tr_2","C","QA","O",1820,"344b"
84075,"AUT",22366,"83","ct_2","tr_6","C","OZ","O",1979,"525b"
84080,"CDI",20259,"83","ct_9","tr_1","C","GZ","O",1791,"634a"
84083,"CDI",25732,"83","ct_9","tr_4","C","GZ","O",2018,"462b"
84086,"CDI",18124,"83","ct_8","tr_4","C","QB","O",1812,"525d"
84088,"CDI",18912,"13","ct_9","tr_4","C","HZ","O",1917,"521a"
84106,"CDI",19596,"83","ct_9","tr_3","C","HZ","O",1820,"451a"
84120,"CDI",39522,"92","ct_9","tr_3","C","MA","O",1439,"374d"
84121,"CDI",24665,"83","ct_9","tr_6","C","KZ","O",1613,"467a"
84132,"CDI",24843,"83","ct_9","tr_3","C","HZ","O",1820,"451a"
84139,"CDI",24075,"83","ct_8","tr_4","P","QB","O",1855,"434d"
84140,"CDI",16668,"06","ct_9","tr_1","C","PZ","O",1691,"423b"
84141,"CDI",21716,"83","ct_9","tr_5","C","GZ","O",1690,"552a"
84145,"CDI",12268,"83","ct_6","tr_1","C","FZ","O",1519,"632a"
84148,"CDI",8638,"83","ct_9","tr_1","C","IZ","O",941,"636d"
84149,"CDI",22073,"83","ct_8","tr_3","C","QB","O",1848,"434d"
84165,"CDI",3870,"83","ct_9","tr_0","C","FZ","O",325,"633a"
84173,"CDI",21737,"83","ct_9","tr_1","P","MA","O",971,"542a"
84176,"CDI",25008,"83","ct_9","tr_1","P","GZ","O",1218,"344d"
84177,"CDI",6420,"83","ct_9","tr_1","P","GZ","O",347,"373d"
84179,"CDI",39636,"31","ct_9","tr_6","C","CL","O",792,"387b"
84181,"CDI",55294,"83","ct_9","tr_1","C","DZ","O",1771,"374c"
84182,"CDI",68768,"13","ct_9","tr_6","C","CI","O",1820,"388c"
84183,"CDI",38407,"83","ct_9","tr_3","C","MA","O",1822,"382a"
84192,"CDI",22264,"83","ct_9","tr_6","C","HZ","O",1824,"521a"
84195,"TTP",8881,"83","ct_9","tr_1","C","NZ","O",760,"676c"
84203,"CDI",11623,"83","ct_7","tr_1","N","QB","O",1206,"563b"
84213,"CDD",9150,"83","ct_9","tr_4","C","PZ","O",662,"543g"
84214,"AUT",23419,"83","ct_2","tr_5","C","OZ","O",1819,"621f"
84228,"CDI",13519,"83","ct_9","tr_5","C","CE","O",1235,"674a"
84230,"CDI",15353,"83","ct_9","tr_1","C","CA","O",1820,"554a"
84234,"CDI",21077,"83","ct_9","tr_2","P","GZ","O",1030,"543b"
84235,"CDI",9528,"83","ct_9","tr_1","C","IZ","O",1041,"561b"
84239,"CDI",39108,"83","ct_3","tr_6","C","QA","O",1820,"434a"
84261,"CDI",19010,"83","ct_9","tr_1","C","CA","O",2028,"636c"
84262,"CDD",12152,"83","ct_9","tr_4","P","NZ","O",1168,"684a"
84278,"CDI",38570,"83","ct_9","tr_6","C","GZ","O",2028,"461b"
84283,"CDI",14548,"83","ct_8","tr_3","C","QA","O",1383,"526a"
84286,"CDI",18305,"83","ct_9","tr_4","C","GZ","O",1822,"653a"
84297,"CDI",21533,"83","ct_8","tr_3","C","PZ","O",1820,"341a"
84301,"CDI",26703,"13","ct_9","tr_1","C","MC","O",1708,"373d"
84302,"CDI",18582,"83","ct_9","tr_1","C","SZ","O",1351,"563c"
84312,"CDI",19902,"83","ct_9","tr_6","P","NZ","O",1971,"684a"
84314,"TOA",3506,"83","ct_9","tr_3","C","GZ","O",344,"462e"
84329,"CDI",20096,"83","ct_9","tr_2","C","NZ","O",1957,"534a"
84341,"CDI",24899,"83","ct_9","tr_4","C","DZ","O",1820,"485a"
84367,"CDI",27514,"83","ct_9","tr_2","C","GZ","O",2556,"551a"
84369,"CDI",37328,"83","ct_9","tr_1","C","MA","O",1820,"382a"
84371,"CDI",21531,"13","ct_9","tr_1","C","QA","O",1561,"526b"
84389,"CDI",7529,"83","ct_9","tr_0","C","GZ","O",910,"563c"
84392,"CDI",40677,"83","ct_9","tr_5","C","CI","O",1820,"383b"
84399,"CDI",9374,"83","ct_9","tr_1","C","IZ","O",721,"561c"
84401,"CDI",28343,"13","ct_9","tr_2","C","NZ","O",1661,"433a"
84403,"CDI",21645,"83","ct_9","tr_6","C","GZ","O",1826,"552a"
84406,"AUT",15000,"83","ct_1","tr_6","C","OZ","O",1368,"531a"
84408,"AUT",20520,"06","ct_3","tr_6","C","QA","O",1820,"451h"
84409,"CDI",11755,"83","ct_9","tr_1","P","GZ","O",970,"552a"
84410,"CDI",15710,"83","ct_9","tr_2","C","CA","O",1501,"674b"
84413,"CDD",6974,"83","ct_9","tr_2","C","CM","O",915,"477c"
84418,"CDI",9022,"92","ct_9","tr_6","C","LZ","O",607,"463c"
84423,"CDI",11010,"83","ct_9","tr_4","C","QA","O",895,"431f"
84426,"CDI",13739,"83","ct_3","tr_6","P","QA","O",1267,"525d"
84432,"CDI",13404,"83","ct_9","tr_1","C","IZ","O",901,"561c"
84434,"CDI",31226,"83","ct_9","tr_3","C","QB","O",1662,"525d"
84442,"CDI",18951,"83","ct_8","tr_1","P","QB","O",1693,"525d"
84444,"CDI",30554,"83","ct_9","tr_6","C","CL","O",1805,"431f"
84445,"CDI",17861,"83","ct_9","tr_4","C","KZ","O",1460,"542a"
84455,"CDI",66093,"13","ct_9","tr_6","C","HZ","O",1715,"387b"
84460,"CDI",15397,"83","ct_9","tr_4","C","HZ","O",1589,"676a"
84463,"CDI",16122,"83","ct_9","tr_3","P","CG","O",1522,"475b"
84477,"CDI",9003,"83","ct_9","tr_0","C","GZ","O",892,"676a"
84484,"TOA",6915,"83","ct_9","tr_0","C","IZ","O",924,"561d"
84493,"CDI",7460,"83","ct_9","tr_4","P","QB","O",792,"563b"
84495,"CDI",22761,"83","ct_8","tr_3","C","QB","O",1755,"526a"
84497,"CDI",16702,"83","ct_9","tr_1","C","SZ","O",1607,"562b"
84502,"CDI",19212,"83","ct_9","tr_5","C","CH","O",1903,"628g"
84503,"CDI",10494,"83","ct_8","tr_5","P","QB","O",1151,"563b"
84515,"CDI",11611,"95","ct_9","tr_2","C","NZ","O",1365,"534a"
84516,"AUT",6683,"13","ct_9","tr_6","C","CL","X",900,"543h"
84522,"CDI",26500,"83","ct_9","tr_5","C","GZ","O",1660,"462b"
84527,"CDI",34248,"83","ct_8","tr_2","P","OZ","O",779,"344b"
84528,"CDI",23593,"83","ct_6","tr_1","C","QA","O",1816,"541b"
84529,"CDI",23277,"83","ct_9","tr_2","C","FZ","O",1805,"681b"
84540,"CDI",8471,"83","ct_9","tr_4","P","QB","O",712,"526a"
84543,"CDI",26699,"83","ct_9","tr_6","C","CL","O",1661,"624c"
84562,"CDI",2905,"83",NA,NA,"C","TZ","O",207,"563c"
84573,"CDI",19923,"83","ct_9","tr_4","C","QA","O",1429,"431f"
84580,"CDI",2398,"83","ct_7","tr_1","N","TZ","O",244,"563c"
84583,"CDI",55281,"83","ct_9","tr_6","C","CL","O",1906,"387b"
84589,"CDI",54199,"59","ct_9","tr_6","C","CF","O",1820,"374b"
84590,"CDI",23375,"83","ct_9","tr_1","C","GZ","O",2080,"634c"
84592,"CDI",53118,"83","ct_9","tr_5","C","QA","O",3000,"344a"
84596,"CDI",27054,"13","ct_9","tr_2","C","GZ","O",1899,"462c"
84605,"CDI",24549,"83","ct_9","tr_2","C","GZ","O",455,"628a"
84606,"CDI",50830,"83","ct_8","tr_6","C","QA","O",1820,"344a"
84619,"CDI",11517,"83","ct_9","tr_1","C","GZ","O",1219,"554e"
84628,"CDI",36518,"83","ct_9","tr_6","C","QA","O",2200,"431f"
84630,"CDI",5882,"83","ct_8","tr_2","P","QB","O",558,"434c"
84642,"CDI",22161,"83","ct_9","tr_1","C","NZ","O",1726,"542a"
84661,"CDI",5137,"83","ct_9","tr_2","C","CA","O",623,"554a"
84663,"CDI",4940,"83","ct_8","tr_3","C","SZ","O",580,"563c"
84667,"CDI",24888,"83","ct_7","tr_1","N","QB","O",3000,"563a"
84676,"TOA",9077,"83","ct_9","tr_0","C","IZ","O",684,"561c"
84679,"CDI",20456,"83","ct_9","tr_3","C","HZ","O",1964,"451a"
84680,"CDI",1237,"77",NA,NA,"C","OZ","O",126,"524c"
84685,"CDI",19650,"83","ct_9","tr_3","C","QA","O",1734,"526e"
84699,"CDI",11998,"83","ct_9","tr_0","C","MA","O",1324,"637d"
84705,"CDI",11085,"83","ct_6","tr_1","P","QA","O",1060,"526b"
84719,"TOA",7740,"83","ct_9","tr_1","C","NZ","O",695,"534a"
84723,"CDI",11476,"83","ct_9","tr_1","C","FZ","O",1059,"621a"
84730,"CDI",17722,"83","ct_8","tr_4","P","QB","O",1656,"434c"
84732,"CDI",24954,"83","ct_9","tr_3","C","FZ","O",1758,"632j"
84733,"CDI",24310,"83","ct_9","tr_5","P","KZ","O",1187,"467b"
84743,"CDI",9777,"83","ct_8","tr_1","C","QB","O",508,"434c"
84745,"AUT",27545,"83","ct_2","tr_1","C","PZ","O",1820,"421b"
84760,"CDI",7480,"05","ct_9","tr_1","C","RZ","O",553,"543h"
84763,"CDI",23606,"83","ct_9","tr_3","C","HZ","O",1820,"451a"
84765,"CDI",17999,"03","ct_3","tr_4","C","QB","O",1482,"525d"
84769,"CDI",3853,"83","ct_9","tr_1","C","CJ","O",340,"476a"
84770,"CDI",25181,"83","ct_9","tr_5","C","EZ","O",1739,"543g"
84786,"CDI",36746,"83","ct_9","tr_3","C","LZ","O",1820,"376g"
84794,"CDI",26183,"83","ct_9","tr_1","C","GZ","O",1721,"477b"
84807,"CDI",21579,"83","ct_9","tr_4","C","QA","O",1659,"431f"
84811,"CDI",27573,"83","ct_9","tr_1","C","NZ","O",1820,"481a"
84812,"CDI",25059,"69","ct_9","tr_1","C","MA","O",1668,"477b"
84817,"CDI",43216,"83","ct_9","tr_3","C","FZ","O",2028,"641a"
84825,"CDI",26037,"94","ct_5","tr_6","C","HZ","O",1905,"641b"
84828,"AUT",26978,"83","ct_3","tr_6","C","QA","O",1820,"333f"
84840,"CDD",15938,"83","ct_9","tr_1","C","GZ","O",1485,"554c"
84848,"CDI",2750,"06","ct_9","tr_5","P","NZ","O",210,"534a"
84857,"APP",15887,"13","ct_9","tr_4","C","HZ","A",1836,"676c"
84860,"CDI",18281,"84","ct_9","tr_5","C","QA","O",1143,"431f"
84861,"CDI",13747,"84","ct_9","tr_3","C","QB","O",1108,"526a"
84873,"APP",2972,"84","ct_9","tr_1","C","IZ","A",697,"561f"
84876,"CDI",19047,"84","ct_9","tr_4","C","CC","O",1766,"674e"
84890,"CDI",12368,"84","ct_9","tr_1","C","CA","O",1218,"554a"
84893,"CDI",4272,"84","ct_9","tr_1","P","GZ","O",472,"684a"
84902,"CDI",17249,"26","ct_9","tr_3","C","GZ","O",1718,"551a"
84907,"CDI",10087,"84","ct_9","tr_1","C","GZ","O",852,"634a"
84908,"CDI",22269,"84","ct_9","tr_5","C","GZ","O",2010,"636c"
84912,"CDI",1623,"30",NA,"tr_6","C","NZ","O",163,"472a"
84916,"CDI",64546,"30","ct_9","tr_5","C","CE","O",1771,"387e"
84941,"CDI",30600,"94","ct_9","tr_4","C","HZ","O",1573,"546e"
84950,"CDI",17391,"84","ct_8","tr_6","C","QA","O",1820,"525d"
84953,"CDI",8153,"84","ct_9","tr_3","C","IZ","O",1241,"561d"
84963,"CDI",18622,"30","ct_9","tr_3","C","FZ","O",1740,"632a"
84964,"CDD",13818,"84","ct_9","tr_6","C","GZ","O",1347,"653a"
84965,"CDI",18169,"84","ct_9","tr_4","C","CA","O",1796,"543b"
84970,"CDI",23724,"84","ct_9","tr_6","C","KZ","O",1820,"545b"
84973,"CDI",28978,"84","ct_9","tr_1","C","CH","O",1840,"653a"
84977,"CDI",13975,"13","ct_8","tr_3","C","QB","O",1504,"525d"
84982,"CDI",15590,"11","ct_9","tr_2","C","CC","O",1389,"463c"
84989,"CDI",17263,"84","ct_9","tr_5","C","FZ","O",1820,"684a"
84991,"CDI",14190,"83","ct_9","tr_1","C","HZ","O",1328,"641a"
84992,"CDI",27176,"84","ct_8","tr_4","C","PZ","O",1820,"341a"
84993,"CDI",35494,"04","ct_9","tr_3","C","DZ","O",1923,"485a"
84996,"CDI",17436,"84","ct_9","tr_5","C","GZ","O",1930,"551a"
85002,"CDI",17554,"30","ct_9","tr_0","C","NZ","O",1886,"684a"
85003,"TOA",8659,"84","ct_8","tr_1","C","NZ","O",933,"691c"
85012,"CDI",2887,"84","ct_7","tr_1","N","QB","O",262,"563b"
85014,"CDI",22398,"84","ct_8","tr_4","P","QB","O",1537,"526d"
85023,"CDI",33955,"84","ct_9","tr_6","C","KZ","O",1820,"461d"
85026,"CDI",6944,"84","ct_8","tr_2","C","NZ","O",842,"691d"
85028,"CDI",9767,"13","ct_9","tr_4","C","HZ","O",333,"466c"
85058,"CDI",16364,"84","ct_9","tr_5","P","GZ","O",1517,"551a"
85062,"CDI",20262,"84","ct_9","tr_1","C","QA","O",1943,"526e"
85065,"CDI",24255,"84","ct_8","tr_4","P","QB","O",1595,"526a"
85074,"CDI",13534,"84","ct_9","tr_4","P","GZ","O",1479,"552a"
85084,"APP",4043,"84","ct_6","tr_1","C","FZ","A",1568,"681a"
85093,"CDI",33802,"84","ct_9","tr_5","C","HZ","O",2200,"521a"
85095,"CDI",37741,"84","ct_8","tr_1","C","QB","O",2226,"434d"
85106,"CDI",38769,"13","ct_9","tr_6","C","CH","O",2200,"484b"
85107,"CDI",51918,"84","ct_9","tr_3","C","JA","O",1820,"352a"
85108,"CDI",36627,"84","ct_9","tr_3","C","MA","O",1820,"461d"
85109,"CDI",18171,"83","ct_9","tr_1","C","MA","O",852,"474a"
85110,"CDI",46259,"84","ct_9","tr_2","C","KZ","O",1820,"376c"
85112,"CDI",29885,"84","ct_9","tr_4","C","HZ","O",1733,"478d"
85126,"CDI",28128,"13","ct_9","tr_5","C","MA","O",1806,"387e"
85127,"CDI",8839,"84","ct_9","tr_3","P","IZ","O",1023,"561d"
